tweet_id,customer_text,intent,annotation_source
2492544,@115888 how about that iPhone X update :),other,ai_assisted_heuristic
2774599,"@SpotifyCares It’s an iPhone 7 Plus, iOS 11.1.2 and it’s he most recent Spotify update",other,ai_assisted_heuristic
1914386,"@115888 October 26th, 60 degrees, partly cloudy; listen to Iron and Wine's Around The Well",other,ai_assisted_heuristic
980820,@SpotifyCares Now when I open Spotify it blue screens my laptop,other,ai_assisted_heuristic
1031942,@117153 Hi i have paid and no its not a pending payment for a year of premium yet i can’t use it! That suckcs big time,billing_payment,ai_assisted_heuristic
2663998,@SpotifyCares Your Family plan isn't working for me. Undefined problem after putting in address information.,booking_order_change,ai_assisted_heuristic
1973073,Lost my damn spotify account n gotta make a new 1,account_access,ai_assisted_heuristic
2386099,"I just checked and it seems @115888 has been unblocked in #Iran but it's blocked from @115888 for #Iran.
Very confusing situation :)) https://t.co/k0ekdKRdGL",other,ai_assisted_heuristic
1740082,Yo @126! A lot of people share screenshots of their @115888 songs via stories. You two should make an integration! @SpotifyCares,other,ai_assisted_heuristic
1548916,"@SpotifyCares 7+ iPhone, version 8.4.25",other,ai_assisted_heuristic
1886736,@SpotifyCares I just bought the student premium but it's not activating?,billing_payment,ai_assisted_heuristic
1027105,@SpotifyCares It shows as normal. The fun thing is that if I have the web player and the desktop app open I can alternate between versions on the fly... https://t.co/FhiIt8KvdI,other,ai_assisted_heuristic
2066165,@3493 when’s  the Apple Watch app coming? I need that.,other,ai_assisted_heuristic
2972089,.@SpotifyCares - Changed my CC today (nov 29) &amp; it says everything is good for Dec 29. Does that mean I will not have my subscription until then? I need music everyday - we are a restaurant.,booking_order_change,ai_assisted_heuristic
2539773,@SpotifyCares Where is Drake’s Take Care album?,other,ai_assisted_heuristic
1043543,"@SpotifyCares I am a Premium member and almost 8/10 times, a song will stop playing at 10 seconds and I will be forced to skip the song. Is there a way to fix this? I've already tried reinstalling the app several times.",billing_payment,ai_assisted_heuristic
990848,@115888 yo you guys charged me twice this month-help a broke college student out since there's no number to call to help me out.,billing_payment,ai_assisted_heuristic
2165529,"I’m wishing for this, dear @115888. Both as a listener and a podcast host. Such an app would rock how you listen and review podcasts. #podcast https://t.co/WqltpxVIyT",other,ai_assisted_heuristic
1676599,@SpotifyCares YO. Update the App for iPhone X cause I might change to Apple Music.......,other,ai_assisted_heuristic
1798723,"@SpotifyCares Ok I got it! However, there is no discount for buying a year. Really should change that. Increased revenue and commitment up front",other,ai_assisted_heuristic
137180,@115888 Use never do anything for existing customers 🤷🏻‍♂️,other,ai_assisted_heuristic
1897094,"Since the last @115888 update, the app just stops playing music/podcasts on its own! #SelfAwareSpotify 😂",other,ai_assisted_heuristic
798532,@SpotifyCares ...but it still comes back. Premium acc is worthless if you are so strict on this. Anything u can do? Otherwise I will cancel.,billing_payment,ai_assisted_heuristic
1636800,I live in Norway but want this song from holland wich i cant find when i search. «Jayh-Alleen jij» could you help? @SpotifyCares,product_service_issue,ai_assisted_heuristic
1222097,@SpotifyCares Living in South Africa 🔥,other,ai_assisted_heuristic
2392748,"Hey @SpotifyCares, what the hell is going on with your Family account?  I have been paying $17.99 per month but my wife can't logon.  She has accepted the invitation but is still prompted to upgrade.  And also, why don't you have a support forum?  Worst service ever.",account_access,ai_assisted_heuristic
1675000,@SpotifyCares is clearing my cache supposed to affect all my downloaded music?,other,ai_assisted_heuristic
2473655,"@707282 So they blocked me again. ILL NEVER GONNA STOP NOT UNLESS YOU GIVE MY MONEY BACK. 

F R A U D F A K E SPOTIFY PREMIUM,WILL TAKE YOUR GODAMN MONEY AND RUN.

@115888 @SpotifyCares 

https://t.co/fGgYCvGzt6",billing_payment,ai_assisted_heuristic
1452092,"@SpotifyCares Hi, it happens on my PC and phone. Phone is a Galaxy S7",other,ai_assisted_heuristic
1823558,@115888 fix the app you keep crashing when i wanna play sf9 and honestly ?? thats so RUDE,product_service_issue,ai_assisted_heuristic
787968,"@SpotifyCares Doesn't look like Spotify updated in the past couple days, only @116584's awful app",other,ai_assisted_heuristic
2739619,Hi!! @115888 I was wondering if you could give me the correct person to contact for sponsorships/charity event partnerships- thank u,other,ai_assisted_heuristic
2059666,@SpotifyCares I've been charged for premium subscription via mobile provider bill payment on 4/10 and again via iTunes payment on 6/10?,billing_payment,ai_assisted_heuristic
908744,@115888 Trying to get ahold of CS to see how to change my Premium account so it's not connected to my FB account. How do I reach them?,account_access,ai_assisted_heuristic
2532101,"@SpotifyCares I need your help with a payment issue. Applied as student for discount here in Australia, but my college is not in the list.",billing_payment,ai_assisted_heuristic
2883730,"@115888  so shitty that I can’t get into my account, the reset link won’t send to my email. 😒",account_access,ai_assisted_heuristic
1043534,"@SpotifyCares Hi, I just got an email telling me my registered email address has changed. This wasn't me. Now I can't login into my account. Can you please block my account right away?",account_access,ai_assisted_heuristic
2389843,"@115888 Please do, any news?",other,ai_assisted_heuristic
644335,@115888 @SpotifyCares I literally have over 2000 songs on one of my playlists but how come only the same like 50 songs always play????,other,ai_assisted_heuristic
2289617,@SpotifyCares I'm still waiting for my @30973 star code for the promo offer. Any ideas on what happened?,other,ai_assisted_heuristic
903038,@334372 @117153 @SpotifyCares Same here... must be a problem on their end.,other,ai_assisted_heuristic
1170432,@SpotifyCares I try to register premium. But always failed. Ok check DM thanks,billing_payment,ai_assisted_heuristic
2397299,@SpotifyCares Any ideas why I can’t listen to Spotify through the Bluetooth in my car after the update?,other,ai_assisted_heuristic
2780797,"@SpotifyCares need help with my family account please. rmates moved out and i removed them, trying to add new mates won't let me",account_access,ai_assisted_heuristic
1253062,@SpotifyCares No the newer one with Cynthia Erivo 😭,other,ai_assisted_heuristic
1976205,"@SpotifyCares how can I solve ""your country doesn't match the one on your profile """,information_request,ai_assisted_heuristic
1636805,@SpotifyCares Thank You ❤,other,ai_assisted_heuristic
1969271,"@SpotifyCares Hi I have a Spotify acc for years cant access my account now, going round in circles trying support pages no help",account_access,ai_assisted_heuristic
1816287,@117153 still can't activate all invited member of my premium family...,billing_payment,ai_assisted_heuristic
1498746,"@SpotifyCares I upgraded to family and I am paying £15 straight from my account, but still paying £10 for premium via my O2!!?",account_access,ai_assisted_heuristic
370271,"@116130 Why is Chris Rea’s Driving Home for Christmas not on Spotify, you’ve ruined Christmas! https://t.co/ylvbZ0M6gT",other,ai_assisted_heuristic
2738091,@SpotifyCares I'm using a Huawei G Play mini with an Android 5.1.1 and the app version is 8.4.26.770 armV7,other,ai_assisted_heuristic
466811,@SpotifyCares thank you,other,ai_assisted_heuristic
761390,@SpotifyCares Nothing...,other,ai_assisted_heuristic
1869215,".@115888 as a prolific user, I'd like to filter my albums by genre so I can sort through what matches my current mood :) #userstoryrequests",other,ai_assisted_heuristic
1310300,The @115888 app on my phone won’t open and nothing is ok #SendHelp,other,ai_assisted_heuristic
747073,"@SpotifyCares Hello guys, when will Spotify be available in South Africa, I've waited long enough 😢😢😢😢",other,ai_assisted_heuristic
2121299,uhm why isnt @115888 sending me the dvsn concert presale code akckfkc,other,ai_assisted_heuristic
203115,@SpotifyCares Vote? I pay you. Why do I have to vote. I want to listen to a full album. The queue doesn't clear. What's the solution?,other,ai_assisted_heuristic
2190890,@115888 spotify where is Taylor swift Reputation? Huhu lol,other,ai_assisted_heuristic
2491623,@SpotifyCares I think if you were to advertise Touch Preview it would be used a LOT more! Why don’t you guys try that instead of getting rid of it all together.,other,ai_assisted_heuristic
2826925,@SpotifyCares thank you for caring xx,other,ai_assisted_heuristic
1453980,@SpotifyCares Its on a macbook pro with Sierra and the most recent spotify update,other,ai_assisted_heuristic
77712,"@SpotifyCares please PLEASE let us block users. I love everything else about Spotify, I pay for your premium, but it’s completely ridiculous to me this basic safety feature has yet to exist. I desperately want to block my ex as I have on every other platform. Prioritize this",billing_payment,ai_assisted_heuristic
153751,@SpotifyCares Thanks! I'll do it!,other,ai_assisted_heuristic
189320,"@SpotifyCares sometimes i can get into a playlist but not more for 5minutes then it ""loads"" again. works fine on my phone and ps4",other,ai_assisted_heuristic
1847311,@SpotifyCares What I said is pretty much what it is. I can't really accurately elaborate more on it.,product_service_issue,ai_assisted_heuristic
380252,I hope @115888 could have this feature where I could check a friend's last listened songs. 😽,other,ai_assisted_heuristic
2426263,@SpotifyCares I tried to upgrade to premium but my student profile would not verify. It still billed me for $5.40 but I do not have any premium features.,billing_payment,ai_assisted_heuristic
1146456,"@SpotifyCares can't log in, it says I don't have an account although I'm using the right email. I have a premium account",account_access,ai_assisted_heuristic
2032670,@SpotifyCares can i download podcasts to a samsung gear sport and listen to offline or it only works with music?,information_request,ai_assisted_heuristic
1897086,"@SpotifyCares I already 'redeemed' student discount, but I get billed for 10 euros. Can I get this money back and have my acc changed?",billing_payment,ai_assisted_heuristic
429233,"@115888 why can't I listen to any of the Queen songs? It just says ""song not available.""",product_service_issue,ai_assisted_heuristic
466081,"@115888 Dear @115888 , it's been 7 months and you still haven't fixed the lack of queue on the web player.  Please fucking get it together. XOXO, Rae",other,ai_assisted_heuristic
853090,@SpotifyCares thank you friend!! :),other,ai_assisted_heuristic
2968489,@115888 When did you guys remove the ability to choose which song to play when connected to PS4 with 'Spotify Connect'? Lame.,other,ai_assisted_heuristic
830236,@115888 You’re a snake for deleting my downloaded stuff,other,ai_assisted_heuristic
4997,@SpotifyCares what happened to the iOS tap and hold to preview a song feature? I loved it for queuing songs to a playlist.,complaint_feedback,ai_assisted_heuristic
1967741,@SpotifyCares @117153 still having an issue and not able to access premium account. There no Spotify customer service email or no way reach out.,account_access,ai_assisted_heuristic
203122,@SpotifyCares iPhone with iOS 9.3. Thanks!,other,ai_assisted_heuristic
806570,"@SpotifyCares Nice one, thanks for your help!",other,ai_assisted_heuristic
2591029,"Just to be clear, is there no way to have @115888 work on apple watch at the moment?",other,ai_assisted_heuristic
2153144,@SpotifyCares What about Albums the same happens in a Album as well?,other,ai_assisted_heuristic
1786667,@SpotifyCares Hello - you have charged me today but I had already cancelled my account. What shall I do please?,account_access,ai_assisted_heuristic
306682,"@SpotifyCares always whatever the latest episode is - changes. click it, jumps to past ep but won't play. iPhone, OS 10.3.3. Spotify v 8.4.20.535",product_service_issue,ai_assisted_heuristic
2765070,"@SpotifyCares yo m8, I am analable to login to me Spotify premium acunt. I am tiping de right passworld. It happen on all de kumpoter, i haf windows tenn and seven- kan yu dm me plz. Hav greet dai.",account_access,ai_assisted_heuristic
761987,"@SpotifyCares Nexus 6P, Android Oreo with latest security patch, Spotify version 8.4.22.857 armV7",other,ai_assisted_heuristic
2622890,I'm talking to you @115888. I just went from using 3gb of space to using 80mb. That's an obnoxious amount of space! https://t.co/G5vkQUKp2Q,other,ai_assisted_heuristic
189937,@115888 I purchased premium and pay monthly but I didn’t know about the stu discount 😩 what can I do to get it? $12/13 a month can be rough LOL,billing_payment,ai_assisted_heuristic
1368462,"@SpotifyCares iPhone 6,iOS 11.0.3 and Spotify version 8.4.24",other,ai_assisted_heuristic
2793276,@SpotifyCares Thanks so much! I'll give it a try tonight.,other,ai_assisted_heuristic
652516,@SpotifyCares @115888 Hello! Any chance you'll finally support folders on the web player? Or will it never come? It's been asked for years.,other,ai_assisted_heuristic
2962001,"something weird is happening with my @115888 mobile app. every time I switch playlists, my music randomly pauses itself 1min 46sec into the first song. what does this even mean?",other,ai_assisted_heuristic
840732,@SpotifyCares hey there! I want to create an account for my brand. What should I do? Can I create just a premium account or what?,account_access,ai_assisted_heuristic
1739224,@SpotifyCares Nvm it's back,other,ai_assisted_heuristic
2427695,"@SpotifyCares my friend signed up for premium, deducted the $4.99 but she’s still on the free account, it won’t let her go premium",account_access,ai_assisted_heuristic
323077,"@SpotifyCares Stand down. After a reinstall of the app, login logout and resending the invite, one or all of the above fixed the issue 👍👍👍 thanks guys!",account_access,ai_assisted_heuristic
994550,@115888 playing up after updating my phone to iOS 11 :( pls send help,other,ai_assisted_heuristic
1087223,@115888 @SpotifyCares @116130 you put the new Deuce song under the wrong artist... #DeuceInvincible https://t.co/4KtnsTmTsu,other,ai_assisted_heuristic
1939018,"@SpotifyCares Song spotify:track:28CzlFHHxBf68YfOPqm8O2  needs Explicit Tag added, right in the beginning ""ain't going f-king nowhere""",other,ai_assisted_heuristic
91667,"@SpotifyCares Trying to recover password, but getting ""CSRF token is invalid"" - help? Previously signed up through FB but want to avoid using moving forward",account_access,ai_assisted_heuristic
2769857,@SpotifyCares I use the app on my iPhone. By plugging an Apple lightning Connector lead into the USB slot in my car. For some reason it’s not picking the Spotify app when I open it,other,ai_assisted_heuristic
1865576,"First off, @115888, what part of me listening to Tupac and Wu Tang all week makes your algorithm think I want to hear any Taylor Swift?",other,ai_assisted_heuristic
648652,"Hey, @SpotifyCares, I think, these two songs, https://t.co/LXKYyWXhfC and https://t.co/6Td8bT5HPX have switched descriptions: names and artists.",other,ai_assisted_heuristic
1615625,"@SpotifyCares Now it's casting to chromecast but can't control music. When I go to next song it plays out loud on phone, and current song stays on tv",product_service_issue,ai_assisted_heuristic
2239816,"@SpotifyCares Oh I don't blame you, I blame the others. I'm forever loyal to you guys.",other,ai_assisted_heuristic
2153180,@115888 college kids get y'all for 5$ when you gonna show the military love ❤️,complaint_feedback,ai_assisted_heuristic
2517261,@SpotifyCares my wife signed up for spotify+starbucks deal (https://t.co/EZFcorftnL) but hasnt received the promo code yet - its been almost a week. Can you guys help?,other,ai_assisted_heuristic
1983910,"@SpotifyCares i cannot log into my account via web, the app works just fine but again, i am having issues through the website",account_access,ai_assisted_heuristic
1029041,@SpotifyCares I'm using an android specifically a Blu vivo xl with android 6.0.,other,ai_assisted_heuristic
1569796,That awkward moment when @115888 spelled @412979 name incorrectly. Get your act together Spotify! https://t.co/j1XTgMJnXg,other,ai_assisted_heuristic
189832,@115888 Will this be a forever thing? Or how long will this last?,other,ai_assisted_heuristic
1705024,@115888 why am I getting pop songs as suggested tracks when I’m just listening to rock and heavy metal?,other,ai_assisted_heuristic
565407,@SpotifyCares Need help with my account.   apparently my email is connected to a Facebook account that I no longer have.  how can all of my information be deleted so I can register new without Facebook?,account_access,ai_assisted_heuristic
2618519,@SpotifyCares I can't see their new album at all. Singapore,product_service_issue,ai_assisted_heuristic
2718574,@115888 @SpotifyCares hi i said to you about a glitch that just randomly stops your music for no reason weeks ago its still not fixed and its stopping more then what it was before fix it please,other,ai_assisted_heuristic
879596,@SpotifyCares No it did not.,other,ai_assisted_heuristic
1801863,Hey @115888  why isn't the DVSN record available for streaming in Norway? Only four of thirteen tracks available 😓,other,ai_assisted_heuristic
2599169,@SpotifyCares Holiday and BOBD is finally split haha THANK YOU!!!!!!!! https://t.co/XS76Z6UZlG,other,ai_assisted_heuristic
458080,@SpotifyCares My credit card is being used to charge a monthly subscription with out my permission. Please contact me ASAP! this is fraud!,billing_payment,ai_assisted_heuristic
712171,"@SpotifyCares Thanks but 
1)no drum n bass playlists
2)doesn’t mix/cross-fade like the Stepping Out playlist 
😞",other,ai_assisted_heuristic
1816442,you are the coffin came on and spotify crashed. why do you hate depressed people @115888,product_service_issue,ai_assisted_heuristic
2410579,"@SpotifyCares Please tell them to hurry, at this point I am actively looking for other ways to get my music.",other,ai_assisted_heuristic
2136533,"had no idea that @115888 has a cap but apparently it does, and i just hit it. can’t believe i’ve been paying just to end up having to switch to something else",other,ai_assisted_heuristic
1659863,"@SpotifyCares An uninstalled/reinstalled app fixed it, and everything is back to normal. Please don't let that become the new normal!",other,ai_assisted_heuristic
1533086,"@115888 @SpotifyCares Alexa, Google, etc are out of the question since they're not enabled in Norway yet.",other,ai_assisted_heuristic
2218945,@115888 nasan na yung #reputation kelan nyo balak i-release?😢😢😢,other,ai_assisted_heuristic
2920808,"@115888 what’s up with Spotify today?  None of menus will load. I’ve deleted and reinstalled the app several times, to no avail.",other,ai_assisted_heuristic
2080985,@SpotifyCares Hi I need your help we have recently upgraded to a family plan and every time my son tries to log in we get an error 601,account_access,ai_assisted_heuristic
2376235,"@115888 if your app crashes on my phone and forces me to redownload my entire library one more time, I will switch to Apple Music. Third time I’ve had to do this in a matter of a couple months.",product_service_issue,ai_assisted_heuristic
834893,Where do I send my ideas at? @125633 legit have some pretty cool ones for you guys.,other,ai_assisted_heuristic
1394694,i wanna listen to my sad relatable playlist but whats the point when s&amp;m isnt on spotify,other,ai_assisted_heuristic
2469529,@115888 is there a setting on Mobile to reduce the amount of data the app uses when streaming?,other,ai_assisted_heuristic
1165912,@SpotifyCares Thank you ! It's really annoying ! Have a great day !,other,ai_assisted_heuristic
1871113,"@115888 Hey, why won't the Tom Petty solo albums/songs start when pressing play anymore? My Petty playlist is ruined. RUINED, I TELL YOU.",product_service_issue,ai_assisted_heuristic
1668811,"@115888 plz update ""Great Times Great Oldies"" it's me and my moms fav playlist and she keeps yelling at me for playing the same songs ❤️❤️",other,ai_assisted_heuristic
1264881,"I pay for Spotify and all I wanna listen too is ""Pretty good at drinkin beer"" @SpotifyCares👀Btw it was on there it recently got removed🤷‍♂️",other,ai_assisted_heuristic
962258,@SpotifyCares seems to of fixed it! thank you https://t.co/ABR0vPv9rD,other,ai_assisted_heuristic
1078973,What I think of @SpotifyCares @115888 customer service...🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕  #POS,other,ai_assisted_heuristic
1087960,"@SpotifyCares When i try to accept my invite for spotify family it just says that i cant. What do i do?
I have tried resending it.",product_service_issue,ai_assisted_heuristic
424557,@SpotifyCares A list of requirements would be great so I could give _something_ to our network team. Right now they have nothing to go on!,other,ai_assisted_heuristic
1394696,@SpotifyCares cool thanks,other,ai_assisted_heuristic
2053081,Hi @SpotifyCares playing Crazy in Love and Drunk in Love in sequence is not a good example of shuffle,complaint_feedback,ai_assisted_heuristic
1427800,. @115888 @115858 either fix your app or your operating system anytime I get a notification my music pauses and I can’t play it again until I restart the app. I just want to listen to @118408,other,ai_assisted_heuristic
2053733,I’ve been trying to edit my artist profile for 2 years now and never receive a repones @SpotifyCares 😞,other,ai_assisted_heuristic
2311089,@115888 Would love to see this one uploaded.,complaint_feedback,ai_assisted_heuristic
1063177,@SpotifyCares I've removed the old version and reinstalled the Spotify Windows app but it still won't actually play any songs :-/,product_service_issue,ai_assisted_heuristic
2239657,"The @115888 app on my iPhone deleted all downloaded songs except for the ones on playlists. Not sure what the album downloads did to deserve exile. Not the first time that the app has decided to delete songs on a whim. Won't be the last, I'm sure. https://t.co/yKdrRiOVCw",product_service_issue,ai_assisted_heuristic
918048,@SpotifyCares Aweshine!,other,ai_assisted_heuristic
2813987,@SpotifyCares Thank youuu 😘,other,ai_assisted_heuristic
2020337,@SpotifyCares Urgent! Need a reply on my DM as soon as possible.,other,ai_assisted_heuristic
2183087,@SpotifyCares the iPhone X app doesn’t let me browse or do anything else. I made a little video. Please fix. https://t.co/IlzdqC2xf1,other,ai_assisted_heuristic
563543,"@SpotifyCares I received an offer for a yearly membership, however, when I hit the button, nothing happened. And now I can find it.",other,ai_assisted_heuristic
2062478,Hey @115888 why are your desktop and web players so finicky (aka crappy)? I just want some tunezzz 😩,other,ai_assisted_heuristic
2609434,@115888 I want to disconnect FB from my Spotify account. I have created a new one. Can you help me move all my music to the new account?,account_access,ai_assisted_heuristic
206575,"@SpotifyCares My issue has already been resolved, but there is a considerable # of people who's accounts are being hijacked right now with no explanation",account_access,ai_assisted_heuristic
1269657,@SpotifyCares I’ve done that but I want to be able to swipe down to display the now playing view 😭,other,ai_assisted_heuristic
1648685,"Thank you @SpotifyCares! I just voted! If you're a Vet and would like the student discount offered for us, go vote for it! It may happen 😉 https://t.co/BXpXN0HBHX",other,ai_assisted_heuristic
1342970,"@SpotifyCares Tried Firefox and Chrome, same issue.  IE didn't work at all.",product_service_issue,ai_assisted_heuristic
1477032,@SpotifyCares you guys should add the Art of @462953 podcast to your library!! PLEASE!,other,ai_assisted_heuristic
783504,"@SpotifyCares I’ve done that and it’s still just as slow, I’ve uninstalled the app, logged out and back in but the slow speeds remain",other,ai_assisted_heuristic
1219439,"@SpotifyCares Current version of Trivium's ""The Wretchedness Inside"" is incorrect. Replace this, please",other,ai_assisted_heuristic
700414,"@SpotifyCares @115888 your shuffle  algorithm is severely flawed, there are lots of posts about it on your community message board, any idea if you’ll fix it cause it’s making me consider leaving 
https://t.co/R0gT1WwXc2",other,ai_assisted_heuristic
832182,@SpotifyCares https://t.co/WRRv56r6gO I've already tried a test account and experience dropouts on that as well.,account_access,ai_assisted_heuristic
1794388,"@SpotifyCares did you guys increase the max volume on android? if so, great job! been wanting it for a long time.",other,ai_assisted_heuristic
2321778,@116130 I can't access my account and when I go to reset my password I'm not receiving the password reset email,account_access,ai_assisted_heuristic
430237,"@115888 finally added the suburbs by arcade fire, thanks guys!! Next up...acid rap? #cocoabutterkisses",other,ai_assisted_heuristic
2790774,"When you're an indie-pop duo and your @115888 related artists are Christian Death Metal bands..... I mean, I know we can shred hard, but even Jesus is shaking his head in confusion @125633 @SpotifyCares",other,ai_assisted_heuristic
2769140,"@SpotifyCares My playlists and the ones I follow aren't showing up as public. I've done nothing to change them to secret, they've been like this since I opened the account.",account_access,ai_assisted_heuristic
2508340,@SpotifyCares iPhone X optimization anytime soon?,other,ai_assisted_heuristic
1566951,"@SpotifyCares Hi, I used a laptop to get access from the web, but Safari on the iPhone wouldn't work either. Thanks!",other,ai_assisted_heuristic
825186,@SpotifyCares iPhone 6s plus 64gb,other,ai_assisted_heuristic
2276261,Updating my @115888 app and finding out that it still doesn’t run full-screen on #iPhoneX https://t.co/Vkztgd96cs,other,ai_assisted_heuristic
2312966,"@SpotifyCares Hi there. Can you tell me why, when I press shuffle play on a specific album, I keep getting all these other unwanted tracks instead?

Will have played 8 tracks of other stuff before I get to what I actually clicked on. 🙄

Deeply annoying. https://t.co/htJplFr3MP",other,ai_assisted_heuristic
826518,"@115888 Activated a Family account this morning (__email__) - 3 members invited, 1 OK, the other not receiving the invitation.",account_access,ai_assisted_heuristic
2488836,@SpotifyCares iphone 6s plus. the version is 8.4.26.793,other,ai_assisted_heuristic
915356,Hey @115888 @SpotifyCares I can't find catching villains? Please assist,product_service_issue,ai_assisted_heuristic
2067867,Yay 💛💛💛 https://t.co/WSsh0tcz2d,other,ai_assisted_heuristic
373030,@SpotifyCares https://t.co/IRMGFH8hgR,other,ai_assisted_heuristic
2621373,@SpotifyCares Everything’s fine!,other,ai_assisted_heuristic
1559483,"Hey, there was just charged twice for my Spotify premium would like to get this taken care of thanks in advance. @SpotifyCares",billing_payment,ai_assisted_heuristic
689524,@115888 And how to pay with Maybank2u ?,other,ai_assisted_heuristic
1853474,@SpotifyCares Nope,other,ai_assisted_heuristic
2934015,"@125633 hello team... i Need support with my account, but i dont sppeaking english... i have any problems  and i need solutions.",account_access,ai_assisted_heuristic
2472570,@SpotifyCares I want to download that pic of my sweed with the scan code on. Can I download these codes per track? https://t.co/WT93hiYAkm,information_request,ai_assisted_heuristic
698309,@SpotifyCares That fixed but now next morning I have the same problem :(,other,ai_assisted_heuristic
1197650,@SpotifyCares hi I'm wondering how to play local files from my PC on spotify on my android phone? I can't seem to sync,product_service_issue,ai_assisted_heuristic
1704351,@SpotifyCares Why there is no more pre-hearing option on songs. Thing you could press the dots and hear a clip of that song?,other,ai_assisted_heuristic
1429864,@SpotifyCares songs from the Cro-Mags album Alpha Omega are missing,other,ai_assisted_heuristic
